Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
date,,,,,
2010-01-04,85.27923583984375,85.32438316064551,83.90971161240455,84.55685000195396,118944600
2010-01-05,85.50494384765625,85.54257042722244,84.9180059488875,85.22652782650235,111579900
2010-01-06,85.56514739990234,85.77584247522753,85.35445232457717,85.42217328121302,116074400
2010-01-07,85.92632293701172,86.03167045000515,85.1663109581229,85.4071060936806,131091100
2010-01-08,86.21228790283203,86.24991448488359,85.5275288893746,85.70059738838685,126402800
2010-01-11,86.33267974853516,86.63366941083927,85.96395765249594,86.59604857355617,106375700
2010-01-12,85.52754974365234,85.94141354208047,85.1964541121004,85.76081853442113,163333500
2010-01-13,86.24991607666016,86.49071127960713,85.30930891811566,85.74574627651234,161822000
2010-01-14,86.48320007324219,86.6412214148364,86.09943067736397,86.15210445789536,115718800
2010-01-15,85.51248931884766,86.41547001904429,85.18139371630363,86.33270185941956,212283100
2010-01-19,86.58100891113281,86.6336826842073,85.47485393555792,85.49743333059901,139172700
2010-01-20,85.70057678222656,86.12196684303365,85.01581793341504,85.99404568043278,216490200
2010-01-21,84.05267333984375,85.98656188715188,83.94732577236485,85.72319296845464,344859600
2010-01-22,82.1789779663086,84.08276622454132,82.08867759866888,83.67642318167962,345942400
2010-01-25,82.60037994384766,83.08197623205359,82.32949028443682,82.93147559792294,186937500
2010-01-26,82.25421142578125,83.1270976082796,82.05104280937788,82.2767850786027,211168800
2010-01-27,82.6455307006836,82.83365218234351,81.516801810724,82.1488872334156,271863600
2010-01-28,81.6973648071289,82.96154089807327,81.20072727551315,82.91639359729268,316104000
2010-01-29,80.80941009521484,82.62290274228845,80.68148894959779,82.0510122064011,310677600
2010-02-01,82.06607818603516,82.07360464956251,80.89220248018988,81.38131927129527,187865000
2010-02-02,83.05936431884766,83.21738561707068,81.93063583924612,82.2165840616582,216327900
2010-02-03,82.6455307006836,83.13464770120181,82.40473543379936,82.68315155240836,172730700
2010-02-04,80.09455871582031,82.04349341143099,80.07950579080679,82.00587258091473,356715700
2010-02-05,80.26010131835938,80.42564329587282,78.69493019543611,80.18484818011605,493585800
2010-02-08,79.68070983886719,80.76429107753295,79.62050960538348,80.32032153185341,224166900
2010-02-09,80.68151092529297,81.38132279740921,79.96664612546982,80.6137842326315,337820500
2010-02-10,80.52349853515625,80.96746235443925,79.84626023869787,80.5535986528889,240511500
2010-02-11,81.36626434326172,81.45656468034049,79.95159350841735,80.41813663847691,223591600
2010-02-12,81.29856872558594,81.34371603768672,80.14726633892656,80.50845631775516,304622100
2010-02-16,82.57777404785156,82.6605479290577,81.13300297026984,81.91558873921242,159317500
2010-02-17,82.96907043457031,83.08194443171176,82.57777467661465,82.97659115763909,168845100
2010-02-18,83.45819091796875,83.63125941229276,82.8035262986743,82.8336264152981,193708600
2010-02-19,83.6312484741211,83.95481750924432,83.04431062924863,83.23995849120928,222684900
2010-02-22,83.64631652832031,83.96235915717541,83.3979948595011,83.93978550383012,132346900
2010-02-23,82.63046264648438,83.67641743383145,82.41224107877018,83.42057502127678,207497000
2010-02-24,83.39047241210938,83.52592007971691,82.66808676520608,82.87878186125987,176350700
2010-02-25,83.27757263183594,83.33777285237056,81.9757758735766,82.2015180890679,259634700
2010-02-26,83.33029174804688,83.61624008072972,82.8562276705636,83.35286540778243,173589300
2010-03-01,84.19559478759766,84.27836864465431,83.65380435632069,83.6763780007892,147709700
2010-03-02,84.42887878417969,84.83522168151003,84.27838396635777,84.55680569443855,160992400
2010-03-03,84.50414276123047,85.00830678064037,84.29344195187063,84.64711113417638,150785000
2010-03-04,84.76000213623047,84.88040262287537,84.30098532766635,84.61702799359244,135770400
2010-03-05,85.97151184082031,86.03923281437476,85.10615193010645,85.30932633279308,176118800
2010-03-08,85.98654174804688,86.17466318034339,85.83604689861387,85.97902102428259,114631200
2010-03-09,86.12952423095703,86.52834078756158,85.68556036334401,85.7307076743525,154556700
2010-03-10,86.51326751708984,86.7465362083268,86.0918774320142,86.1671248413478,186088800
2010-03-11,86.87444305419922,86.89702244018476,86.04671020598978,86.3100789657371,160791100
2010-03-12,86.88198852539062,87.26575779699336,86.64119335793609,87.25070486970952,162074800
2010-03-15,86.90457916259766,86.96477940148108,86.23486729279918,86.73151065207126,146816800
2010-03-16,87.59689331054688,87.67966148436953,86.90460186456274,87.14539714198827,168673000
2010-03-17,88.11607360839844,88.40202184632994,87.60438310690074,87.86023122815472,177468100
2010-03-18,88.07089233398438,88.24396076186305,87.71722327570009,88.12356608260066,196509100
2010-03-19,87.6251449584961,88.62251637685125,87.28512843756529,87.6251449584961,226641100
2010-03-22,88.09359741210938,88.25227523599094,87.0735594515495,87.1264501379592,184477800
2010-03-23,88.71318054199219,88.78873784044998,87.9349236503851,88.22204945503802,182941600
2010-03-24,88.28248596191406,88.7282837930668,87.33045368830675,88.38071563156146,196072600
2010-03-25,88.138916015625,89.28740169684929,88.0331346672748,88.87938545407653,223396300
2010-03-26,88.08605194091797,88.72074022267698,87.73848372500429,88.30517216142607,205808500
2010-03-29,88.64518737792969,88.80385945635362,88.1691711426579,88.5318485320117,134513500
2010-03-30,88.70560455322266,89.03050605691028,88.3353698328604,88.7509377698973,145772500
2010-03-31,88.40338134765625,88.7962827283101,88.10870387100289,88.36559981899734,161078700
2010-04-01,89.00786590576172,89.34787666119051,88.47895324051898,89.00786590576172,161215200
2010-04-05,89.73319244384766,89.7936348062832,89.09849863874373,89.34784283948638,105847600
2010-04-06,89.94479370117188,90.10346577933939,89.37810523715088,89.47632916230604,110384200
2010-04-07,89.43099975585938,90.18658440687904,89.0154258919372,89.76345884699711,184576300
2010-04-08,89.74076843261719,89.89188879124698,88.8567359520788,89.12118937386563,158704000
2010-04-09,90.33013153076172,90.36790729791127,89.76344314164692,89.92966689347925,133006500
2010-04-12,90.47370147705078,90.70793663100744,90.33769601382387,90.44347740026112,110279000
2010-04-13,90.54170227050781,90.7003743417159,89.9145656809809,90.38303019929972,125043600
2010-04-14,91.56929016113281,91.56929016113281,90.73059087966809,90.87414801903378,161609000
2010-04-15,91.64482879638672,91.85639149733623,91.38792711333997,91.41815117985436,144615300
2010-04-16,90.18656921386719,91.64484757525675,89.72566219321824,91.31994599946573,366786700
2010-04-19,90.52657318115234,90.6172453925017,89.51409276201865,89.92210906611271,217947800
2010-04-20,91.33504486083984,91.41060791641974,90.57190872841862,91.09325807107882,157708000
2010-04-21,91.1688232421875,91.59950615158847,90.66257727545322,91.38793766156793,192910100
2010-04-22,91.44084167480469,91.5541805126773,90.00523561059417,90.52658504136376,115360300
2010-04-23,92.03775024414062,92.07553177670258,91.14616026341236,91.38039538892188,177335500
2010-04-26,91.6901626586914,92.27196585504569,91.59949622316182,92.06795484580151,143457300
2010-04-27,89.52165222167969,91.68261854294454,89.34786525387216,91.1612691688262,355853300
2010-04-28,90.20165252685547,90.42833012489739,89.36295348461151,89.9523140865903,300674100
2010-04-29,91.31990051269531,91.5087965495386,90.72298834451254,90.74565494658981,193775000
2010-04-30,89.77099609375,91.43328551722935,89.74832948021228,91.3350558390293,270000900
2010-05-03,90.9345703125,91.18391451764968,90.06564720539248,90.20165261141497,182747900
2010-05-04,88.79627227783203,89.9372062861614,88.34292281053962,89.9220971352672,360353400
2010-05-05,88.26740264892578,89.00787817648725,87.62515681976795,88.07094901677213,328973200
2010-05-06,85.33568572998047,88.40335589321064,79.33634503236853,87.84422517089412,647356600
2010-05-07,84.06631469726562,85.9628272269141,82.66848483092697,85.10901900393235,637558800
2010-05-10,87.76868438720703,88.13891911947074,86.82420391178331,87.50422524236731,396159600
2010-05-11,87.51937103271484,88.67541462011107,86.8242345410934,86.94512508697596,317849800
2010-05-12,88.7433853149414,88.87183904384611,87.7157900716127,87.8669104101325,235607100
2010-05-13,87.64022827148438,88.9171676841238,87.56467098844118,88.50159398040944,234452500
2010-05-14,86.0534896850586,87.14153284865594,85.28279628727738,86.98286084807305,345601400
2010-05-17,86.09886932373047,86.52955234745646,84.45169454156459,86.28776548790245,325739800
2010-05-18,84.92770385742188,87.0584520398844,84.64813550100227,86.8015502974294,360556800
2010-05-19,84.44412231445312,85.2072584816144,83.38630289934939,84.45167400863346,394742700
2010-05-20,81.25557708740234,83.0311999304709,81.2026863904481,82.64585013000209,530418300
2010-05-21,82.44184112548828,82.64584644331049,79.60839870507598,80.02397256593113,500909400
2010-05-24,81.384033203125,82.65341582107914,81.30847588061727,81.99605500948807,269823000
2010-05-25,81.46712493896484,81.50490647185683,78.86791227454634,79.41949152564541,396505200
2010-05-26,80.97598266601562,82.71382917560801,80.73419587695207,81.96580219766948,349719300
2010-05-27,83.6884994506836,83.71872350749626,82.19244034402811,82.50223260287093,300870500
2010-05-28,82.63827514648438,83.65831302295996,82.24536799584139,83.59786488214536,297933500
2010-06-01,81.24799346923828,83.0765064205831,81.1271029571143,81.86757247608453,277909400
2010-06-02,83.3636245727539,83.37117626587303,81.232876888959,81.66355974744995,240243700
2010-06-03,83.6507797241211,83.9152332107492,82.79697110596362,83.60544648774304,226618300
2010-06-04,80.71151733398438,82.60803560308636,80.43950651591992,82.06401396695743,398475600
2010-06-07,79.70660400390625,81.30844515312333,79.64616162753452,80.99865275386566,264609100
2010-06-08,80.56043243408203,80.71910450892796,79.07192984406873,79.76706629519937,357774300
2010-06-09,80.12973022460938,81.81468025674212,79.78971377606415,81.02887176644079,268023300
2010-06-10,82.47205352783203,82.57027744255929,80.12218515199245,81.49734878143678,317890600
2010-06-11,82.87249755859375,82.92538823622215,81.69378773450313,81.74667841213152,214128200
2010-06-14,82.74405670166016,83.96054815626641,82.66094194901113,83.50719286376192,207196100
2010-06-15,84.62548065185547,84.70103796379252,83.18231120584824,83.325874133786,238268700
2010-06-16,84.59524536132812,84.94281356189224,84.02099949034483,84.18722901336521,216374000
2010-06-17,84.73124694824219,84.87480985060697,83.90766259492342,84.8370283190418,263185800
2010-06-18,84.82311248779297,85.12677959829628,84.54980745467691,84.8990292654188,174006600
2010-06-21,84.58015441894531,85.93908004118258,84.10946124667757,85.87835010933951,213140700
2010-06-22,83.18328857421875,84.95217800773982,83.06182287925556,84.58018171481095,239355400
2010-06-23,82.92516326904297,83.53250327613958,82.35577875434558,83.23642379186323,254639900
2010-06-24,81.55104064941406,82.62148626405332,81.33847136788873,82.51520162329065,268523600
2010-06-25,81.8926773071289,82.31022246794444,81.05757540134044,81.79398028622008,238726500
2010-06-28,81.63455200195312,82.23430436457126,81.33847252816525,82.01414166497129,169218600
2010-06-29,79.11405944824219,81.61935298926333,78.61300421528435,80.48817187228784,373649500
